URL,Idioma,Confianza
https://www.noticiasdenavarra.com,es,-413324.99792456627
https://www.marca.com,es,-209877.8284318447
https://www.ultimate-guitar.com,en,-31400.6168551445
https://www.lasexta.com,es,-752140.3608329296
https://www.healthygeorge.com,en,-24004.75516963005
https://www.clm24.es,es,-160093.87879133224
https://www.memedeportes.com,es,-25916.695352077484
https://www.astrostyle.com,en,-22270.29572200775
https://www.myflm4u.net,en,-29909.31860256195
https://www.globo.com,en,-492882.6639676094
https://www.hitfm.es,es,-18691.310527086258
https://www.toptiphacks.com,en,-46215.101731300354
https://www.fotor.com,en,-67925.7659482956
https://www.rac1.cat,ca,-79913.61109924316
https://www.247mirror.com,en,-20213.884359121323
https://www.finofilipino.org,es,-61705.60765528679
https://www.kueez.com,en,-29380.148418188095
https://www.farodevigo.es,es,-414927.8173882961
https://www.dailyddt.com,en,-32777.41937994957
https://www.epe.es,es,-219892.09565544128
https://www.rustmaps.com,en,-733.0634574890137
https://www.forococheselectricos.com,es,-55002.49697518349
https://www.wackojaco.com,en,-22094.143418073654
https://www.benzinga.com,en,-905028.6711244583
https://www.soloelectronicos.com,es,-257013.58997130394
https://www.tiempo.com,es,-67214.1416618824
https://www.laprovincia.es,es,-655355.5028560162
https://www.tecnotuto.com,es,-138501.2608780861
https://www.researchgate.net,en,-8200.63848400116
https://www.darya.net,en,-2064.390432357788
https://www.hoopshabit.com,en,-32046.93680524826
https://www.hoopshabit.com,en,-32046.93680524826
https://www.filmserialirani.com,rw,-17761.916015625
https://www.canalrcn.com,es,-44291.73339962959
https://www.laopinioncoruna.es,es,-442227.08787989616
https://www.winteriscoming.net,en,-38724.68888473511
https://www.myflm4u.net,en,-29732.570581912994
https://www.lastnighton.com,en,-31943.77460193634
https://www.wizard101central.com,en,-36365.555275678635
https://www.metro951.com,es,-32509.579641342163
https://www.officialcharts.com,en,-350068.4040915966
https://www.progolfnow.com,en,-24782.04574894905
https://www.diariodeibiza.es,es,-507113.1453680992
https://www.lingojam.com,en,-1493.4284114837646
https://www.20minutos.es,es,-180009.28541207314
https://www.estadiodeportivo.com,es,-101735.10349655151
https://www.sport.es,es,-280983.1319630146
https://www.culturess.com,en,-32348.19202399254
https://www.linuxhandbook.com,en,-16406.241901397705
https://www.elperiodicodearagon.com,es,-434683.1502811909
https://www.directoalpaladar.com,es,-111643.76580452919
https://www.fiscomania.com,it,-181115.91898488998
https://www.radiation-dosimetry.org,en,-158602.34822535515
https://www.informacion.es,es,-607823.7263607979
https://www.healthandwellnesnews.com,en,-28105.765944242477
https://www.sportdfw.com,en,-89321.88912630081
https://www.laopiniondemalaga.es,es,-549687.2579467297
https://www.lavanguardia.com,es,-161255.21485304832
https://www.101soundboards.com,en,-38817.69811081886
https://www.balticlivecam.com,en,-30236.080551862717
https://www.progolfnow.com,en,-24782.04574894905
https://www.befashionly.com,en,-34324.31570768356
https://www.vialtest.com,es,-13968.76418018341
https://www.navarratelevision.es,es,-166766.94520401955
https://www.diariocordoba.com,es,-498814.05827760696
https://www.vistoenlasredes.com,es,-43146.101744413376
https://www.dailybee.com,en,-25477.193820238113
https://www.drivingtodays.com,en,-34909.15887212753
https://www.cokitos.com,es,-146022.69734096527
https://www.domesticatedcompanion.com,en,-42785.70054745674
https://www.tabonito.com,pt,-118039.28363466263
https://www.laopiniondemurcia.es,es,-467277.3293595314
https://www.bridewired.com,en,-22357.69185066223
https://www.canalsur.es,es,-345235.4894733429
https://www.astrology.com,en,-13089.196110725403
https://www.mydiwise.com,rw,-27989.9003534317
https://www.historyallday.com,en,-50592.08783578873
https://www.mundoprimaria.com,es,-76176.58155727386
https://www.moyens.net,fr,-85911.87868022919
https://www.journeyranger.com,en,-5559.508725643158
https://www.eurohoops.net,en,-90715.83468556404
https://www.elcorreogallego.es,es,-479455.506462574
https://www.falafelandcaviar.com,en,-173873.933508873
https://www.ultimahora.es,es,-235654.43414258957
https://www.travelermaster.com,en,-198884.92136144638
https://www.material-properties.org,en,-111176.93417286873
https://www.imagentv.com,es,-163702.33489251137
https://www.atresmedia.com,es,-23968.439313411713
https://www.techviewleo.com,en,-124619.96403217316
https://www.discoveringabap.com,en,-120718.53099036217
https://www.techtrianlges.com,en,-79840.81929898262
https://www.theguardian.com,en,-195842.10125279427
https://www.tvguia.es,es,-74114.43055009842
https://www.newsweek.com,en,-115620.78067469597
https://www.psicoactiva.com,es,-104164.52347683907
https://www.automateexcel.com,en,-145110.73943018913
https://www.mastertheboss.com,en,-40882.61101102829
https://www.justexw.com,en,-33667.92184138298
https://www.bamsmackpow.com,en,-30262.43082165718
https://www.ecartelera.com,es,-170890.73134303093
https://www.wallpaperaccess.com,la,-6152.907395362854
https://www.modernghana.com,en,-21537.277762413025
https://www.nuclear-power.com,en,-123224.94118618965
https://www.businessinsider.com,es,-417297.14732813835
https://www.theperspective.com,en,-73507.78017568588
https://www.puntodebreak.com,es,-86333.7355325222
https://www.lastepochtools.com,en,-17841.896177768707
https://www.newworldminimap.com,en,-544.0423219203949
https://www.hispacams.com,es,-140801.91108369827
https://www.larazon.es,es,-303453.1912844181
https://www.variety.com,en,-142329.20697140694
https://www.segre.com,ca,-81894.58733463287
https://www.larazon.es,es,-303453.1912844181
https://www.stocktwits.com,en,-23795.82727956772
https://www.paper-io.com,en,-4255.900234460831
https://www.flamingoof.com,en,-21362.992103099823
https://www.gratisspela.se,sv,-11592.72473859787
https://www.footballtransfers.com,en,-64539.54465317726
https://www.marmiton.org,fr,-64358.25652599335
https://www.timesofindia.indiatimes.com,en,-319220.91719174385
https://www.filmserialirani.com,rw,-18118.914130210876
https://www.laprensa.hn,es,-223593.15571069717
https://www.webcamsdeasturias.com,es,-68141.8287782669
https://www.bolsamania.com,es,-74565.09842610359
https://www.pokemoncoders.com,en,-116281.14234018326
https://www.teleserye.org,tl,-41721.82594060898
https://www.abc.com.py,es,-1282870.4236314297
https://www.healthygeorge.com,en,-24004.75516963005
https://www.vivaligamx.com,en,-25981.102649211884
https://www.text-compare.com,en,-49862.23342061043
https://www.paper-io.com,en,-4255.900234460831
https://www.los40.com,es,-342681.06159830093
https://www.lolalytics.com,en,-632.8564853668213
https://www.incendar.com,en,-12760.82132601738
https://www.insider.com,en,-59789.98293995857
https://www.kooora.com,ar,-75382.40705680847
https://www.lavozdegalicia.es,es,-165169.69777417183
https://www.bettermanly.com,en,-29601.336124181747
https://www.lobandsmash.com,en,-27080.739480018616
https://www.onlinedoctranslator.com,en,-90492.65141582489
https://www.forococheselectricos.com,es,-55002.49697518349
https://www.kpopping.com,en,-19295.45856308937
https://www.flyordie.com,la,-8088.768702983856
https://www.infobae.com,es,-740061.6552767754
https://www.comofriki.com,en,-76017.69106411934
https://www.riotbits.com,en,-69409.73028993607
https://www.auto10.com,es,-44719.912026405334
https://www.ultimahora.es,es,-237066.8534412384
https://www.elheraldo.co,es,-126571.28038287163
https://www.marriage.com,en,-57929.16325044632
https://www.vidaimprimible.com,es,-109133.74079751968
https://www.hola.com,es,-141319.03054714203
https://www.tomatazos.com,es,-142452.92347717285
https://www.teletica.com,es,-196116.32280659676
https://www.darya.net,en,-2064.390432357788
https://www.daily-choices.com,en,-40850.469898700714
https://www.farodevigo.es,es,-413369.96327376366
https://www.loansocieties.com,en,-4031.851368665695
https://www.marmiton.org,fr,-64358.25652599335
https://www.sportskeeda.com,en,-187945.3891401291
https://www.periodicodeibiza.es,es,-175004.98371362686
https://www.travelerdoor.com,en,-30461.84176182747
https://www.psychicmonday.com,en,-33639.412803173065
https://www.climate-data.org,en,-9853.696253061295
https://www.dustinabbott.net,en,-60762.52678012848
https://www.wallstoriez.com,en,-29153.326163053513
https://www.visualchase.com,en,-26112.817040205002
https://www.therealchamps.com,en,-31195.18901824951
https://www.tunefulsoul.com,en,-47356.96676635742
https://www.itftennis.com,en,-78.21390438079834
https://www.euston96.com,es,-37668.27912068367
https://www.salud180.com,es,-60784.70145702362
https://www.microbiologynote.com,en,-194897.01704764366
https://www.creaciondempresas.es,es,-178684.04299259186
https://www.rolimons.com,en,-46242.50819683075
https://www.arealme.com,en,-92370.14756679535
https://www.riotbits.com,en,-69339.25829267502
https://www.districtondeck.com,en,-85554.23564195633
https://www.accuradio.com,en,-38193.84256529808
https://www.auralcrave.com,en,-106166.73041296005
https://www.redshirtsalwaysdie.com,en,-24894.451608896255
https://www.luxurlist.com,en,-20341.887159109116
https://www.bgr.com,en,-83391.18290710449
https://www.arkheim.com,en,-12358.145467042923
https://www.re-actor.net,en,-20902.296833515167
https://www.snowrider3d.com,en,-19465.54378247261
https://www.shrinkplus.com,en,-14753.002329826355
https://www.calciomercato.com,it,-157250.0191001892
https://www.superdeporte.es,es,-478892.0393846035
https://www.cadena100.es,es,-426249.01291298866
https://www.teleserye.org,tl,-42312.562276124954
https://www.todoalicante.es,es,-336216.97354102135
https://www.profesor10demates.com,es,-43977.26346874237
https://www.finofilipino.org,es,-61653.24840426445
https://www.yoursportspot.com,en,-262118.07073879242
https://www.linuxtechi.com,en,-78594.14904332161
https://www.comoacaba.com,en,-60938.667846918106
https://www.underthelaces.com,en,-57499.590864658356
https://www.pythonistaplanet.com,en,-108019.41688871384
https://www.teletica.com,es,-196116.32280659676
https://www.pianetagenoa1893.net,it,-138772.76311302185
https://www.ensedeciencia.com,es,-195097.22980380058
https://www.parentztalk.com,en,-186473.53595352173
https://www.yiv.com,en,-12127.892332077026
https://www.joesfeed.com,en,-63685.214430332184
https://www.travlerz.com,en,-21457.23519206047
https://www.libremercado.com,es,-113111.86861395836
https://www.elcorreogallego.es,es,-479718.33291244507
https://www.elcorreo.com,es,-485869.8147137165
https://www.fichajes.net,es,-205754.03848338127
https://www.teleamazonas.com,es,-126905.12285089493
https://www.trucosdebricolaje.com,en,-129487.42665195465
https://www.bazzinga.me,en,-40720.29463171959
https://www.scientistplus.com,en,-23264.227080345154
https://www.fiscomania.com,it,-181115.91898488998
https://www.elperiodicodeaqui.com,es,-155299.48508429527
https://www.ansiblepilot.com,en,-83430.38962960243
https://www.thedatahall.com,en,-53316.96726512909
https://www.diaridegirona.cat,ca,-349695.4926934242
https://www.dotesports.com,en,-51909.214138269424
https://www.101soundboards.com,en,-38790.27331614494
https://www.suecalandia.com,pt,-60969.486687898636
https://www.latexdraw.com,en,-75449.21546030045
https://www.rosario3.com,es,-173719.973613739
https://www.theecofeed.com,en,-17271.48968911171
https://www.typingtest.com,en,-6419.965944766998
https://www.xiaomilive.com,en,-82754.96639347076
https://www.maspalomasahora.com,es,-57399.14216852188
https://www.motor.es,es,-119155.743257761
https://www.elconfidencial.com,es,-379641.5431189537
https://www.regio7.cat,ca,-448168.54492378235
https://www.eldebate.com,es,-138198.82650518417
https://www.deia.eus,es,-451403.96082139015
https://www.thehuskyhaul.com,en,-31256.99964094162
https://www.kueez.com,en,-27074.030712127686
https://www.riggosrag.com,en,-76562.05957007408
https://www.flamingoof.com,en,-21094.336362838745
https://www.mobachampion.com,en,-64896.03974986076
https://www.modoemprendedor.com,es,-109084.03057456017
https://www.districtondeck.com,en,-85554.23564195633
https://www.motor1.com,en,-54500.644471645355
https://www.vrutal.com,es,-33947.89917588234
https://www.historictalk.com,en,-19838.834919691086
https://www.becasparalatinos.com,es,-182048.69025540352
https://www.fansided.com,en,-93695.29247117043
https://www.rakuten.net,zh,-245813.87443566322
https://www.alarab.com,ar,-206617.97330451012
https://www.modernghana.com,en,-21527.388377189636
https://www.maisfontes.com,en,-73250.97063851357
https://www.sneakernews.com,en,-21460.750910520554
https://www.cooking4all.com,en,-227338.2729959488
https://www.pianetagenoa1893.net,it,-138772.76311302185
https://www.bmwblog.com,en,-50421.54711532593
https://www.ideal.es,es,-358086.94809389114
https://www.antena3.com,es,-194586.69024968147
https://www.playtoys.tv,en,-19085.28110599518
https://www.diariodemallorca.es,es,-562127.7607331276
https://www.onechicagocenter.com,en,-34215.03473973274
https://www.cuantocabron.com,es,-40976.66590356827
https://www.re-actor.net,en,-20902.296833515167
https://www.businessinsider.es,es,-417297.14732813835
https://www.mentalfloss.com,en,-62327.99726200104
https://www.dailyddt.com,en,-32777.41937994957
https://www.skoften.net,nl,-69472.72385120392
https://www.14ymedio.com,es,-105893.5845811367
https://www.elconfidencial.com,es,-379641.5431189537
